UID,Year,Price,Type,Title,Links,Sub Heading
12754,2021,"$1,800 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674016,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
12755,2021,$900 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673925,Condo common room for rent
12756,2021,"$9,899 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674014,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
12757,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674013,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
12758,2021,"$5,400 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674012,2Bedroom + 2Bathroom + S + 2 Good size Balcony at The Peak @ Cairnhill II
12759,2021,"$1,250 ",Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID673945,One common room- 2 single bed.
12760,2021,$900 ,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID589307,Spacious Common Room 
12761,2021,$800 ,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID674154,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
12762,2021,$600 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID674153,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
12763,2021,"$1,400 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674152,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
12764,2021,"$1,350 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674151,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
12765,2021,"$3,500 ",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID674150,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
12766,2021,$850 ,Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID674149,"No owner, One pocket room at One Devonshire near Somerset Mrt"
12767,2021,"$1,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID674148,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
12768,2021,"$2,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID674147,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
12769,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674145,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
12770,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674133,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
12771,2021,"$1,200 ",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID674132,"Common room, clean and quiet environment"
12772,2021,"$1,200 ",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID674130,"Common room, clean and quiet environment"
12773,2021,"$2,200 ",Whole Unit , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID348523,Private studio apartment (move-in condition)
12774,2021,$750 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID674128,Common room at 642 yishun street 61 for rent! Aircon wifi! 
12775,2021,$750 ,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID674127,Near Compassvale LRT! Common room at 292b compassvale street for rent! Aircon wifi! 
12776,2021,"$4,200 ",Whole Unit , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID459235,Halal-Friendly 5 rooms HDB flat for rent at Bt Batok. (No agent fees) Contact landlord directly.
12777,2021,$750 ,Room for Rent , Sembawang,https://rentinsingapore.com.sg/rooms-for-rent/ID674109,Near Sembawang MRT! Common room at 340b sembawang close for rent! Aircon wifi! 
12778,2021,$900 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID674108,Near Petir LRT! Common room at 148 gangsa road for rent! Aircon wifi! 
12779,2021,$700 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID674074,"230 ,COMMON ROOM AT CHOA CHU KANG CENTRAL ,BESIDE LRT/MRT "
12780,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674262,"3bedrooms Loft with high ceiling, Good size Balcony, Lloyd Sixtyfive at Prime Location"
12781,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID674261,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
12782,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674260,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
12783,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674259,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
12784,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674258,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
12785,2021,"$1,300 ",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID674223,AMK Room for rent for up to 3 persons. 2 mins walk to Mayflower MRT station.
12786,2021,$650 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674236,Good environment. Comfortable place
12787,2021,"$1,300 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID674232,Common room at 733 tampines street 71 for rent! Aircon wifi! 
12788,2021,$650 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID674226,Common room at 424c yishun avenue 11 for rent! Aircon wifi! 
12789,2021,$800 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID615828,Common Bedroom for RENT Blk 465 Bukit Panjang Segar Road
12790,2021,$900 ,Room for Rent , Novena,https://rentinsingapore.com.sg/rooms-for-rent/ID89032,"Spacious double  bedroom with built in wardrobe and balcony view, City Central (Novena & Balestier)"
12791,2021,"$9,899 ",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID674011,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
12792,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674010,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
12793,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674009,"4 bedrooms Duplex, Jacuzzi at Balcony with Sky Garden at The Oliv @ Balmoral"
12794,2021,"$1,200 ",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID673948,Master Room Rental for Working Womens / Female Students
12795,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID674008,"7bedrooms with Private Pool at Goodwood Crescent, near CBD/Town area"
12796,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674007,"3bedrooms Loft with high ceiling, Good size Balcony, Lloyd Sixtyfive at Prime Location"
12797,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674006,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
12798,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID674005,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
12799,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674004,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
12800,2021,"$1,750 ",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID653757,Big Queen Room @ Tiong Bahru MRT 
12801,2021,"$1,580 ",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID588726,Near Braddell MRT/Marymount MRT/Caldecott MRT / Available 02 Sept
12802,2021,"$1,580 ",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID588729,Near Braddell MRT/Marymount MRT/Caldecott MRT / Available 02 Sept
12803,2021,"$1,580 ",Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID588728,Near Braddell MRT/Marymount MRT/Caldecott MRT / Available 02 Sept
12804,2021,$400 ,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID101807,ANG MO KIO BED SPACE  FOR INDIAN MALE
12805,2021,"$1,886 ",Room for Rent , Joo Chiat,https://rentinsingapore.com.sg/rooms-for-rent/ID662902,BRAND NEW! Master Bedroom 1 pax
12806,2021,"$1,000 ",Room for Rent , Farrer Park,https://rentinsingapore.com.sg/rooms-for-rent/ID564858,High Quality Private Apartment Spacious Bedroom
12807,2021,$780 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID674407,Common room at 258 tampines street 21 for rent! Aircon wifi! 
12808,2021,"$1,250 ",Room for Rent , Simei,https://rentinsingapore.com.sg/rooms-for-rent/ID674406,Common room at Melville Park (12 simei street 1) for rent! Aircon wifi! 
12809,2021,"$1,200 ",Room for Rent , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID674399,Common room at 110 mcnair road for rent! Aircon wifi! 
12810,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674370,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
12811,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674369,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
12812,2021,"$3,400 ",Whole Unit , Katong,https://rentinsingapore.com.sg/rooms-for-rent/ID674335,46 Marine Crescent 3I (Improved) HDB For Rent 
12813,2021,"$1,250 ",Room for Rent , Simei,https://rentinsingapore.com.sg/rooms-for-rent/ID674334,Fully furnished 1 Common Room available for rent in Simei Melville Park Condo
12814,2021,$850 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID674354,Punggol Damai LRT
12815,2021,"$2,600 ",Whole Unit , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID674351,Hdb Studio For Rent 
12816,2021,$850 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID674356,Punggol Drive
12817,2021,$900 ,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID674363,Common Room for Rent
12818,2021,$300 ,Room for Rent , Potong Pasir,https://rentinsingapore.com.sg/rooms-for-rent/ID674330,Common room sharing available at potong pasir
12819,2021,$550 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID540558,One common room available for rent in CCK Ave 5
12820,2021,"$1,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673848,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
12821,2021,"$9,899 ",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID673847,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
12822,2021,$390 ,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID398955,é‡‘æ–‡æ³°Clementi æœ‰æˆ¿å‡ºç§Ÿä¸¤äººä¸€èµ·æˆ¿ï¼ˆåªé™å¥³æ€§ï¼‰
12823,2021,$390 ,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID611818,é‡‘æ–‡æ³°Clementi æœ‰æˆ¿å‡ºç§Ÿä¸¤äººä¸€èµ·æˆ¿ï¼ˆåªé™å¥³æ€§ï¼‰
12824,2021,$390 ,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID635742,é‡‘æ–‡æ³°Clementi æœ‰æˆ¿å‡ºç§Ÿä¸¤äººä¸€èµ·æˆ¿ï¼ˆåªé™å¥³æ€§ï¼‰
12825,2021,"$9,899 ",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID673845,"4 bedrooms Duplex, Jacuzzi at Balcony with Sky Garden at The Oliv @ Balmoral"
12826,2021,$390 ,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID648858,é‡‘æ–‡æ³°Clementi æœ‰æˆ¿å‡ºç§Ÿä¸¤äººä¸€èµ·æˆ¿ï¼ˆåªé™å¥³æ€§ï¼‰
12827,2021,"$5,400 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673843,2Bedroom + 2Bathroom + S + 2 Good size Balcony at The Peak @ Cairnhill II
12828,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID673842,"7bedrooms with Private Pool at Goodwood Crescent, near CBD/Town area"
12829,2021,"$9,899 ",Whole Unit , Tanglin,https://rentinsingapore.com.sg/rooms-for-rent/ID673841,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
12830,2021,$850 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID674308,676B Jurong west st64 - Cozy room for rent
12831,2021,"$3,900 ",Whole Unit , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID674302,4 Bedrooms At MacPherson ( 8 Joo Seng Rd )
12832,2021,$600 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674323,Ladies only Studio Style Sharing Room in Pasir Ris. Available for immediate move-in.
12833,2021,"$1,400 ",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID674292,* Nice & Cozy aircon master bedroom * mins walk to Bedok MRT * Small household- privacy & quiet
12834,2021,"$1,100 ",Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID492899,Teban Gadens Common Room for Rent
12835,2021,$850 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID674300,No owner is staying! Common room at Woodsvale for rent! Aircon wifi! 
12836,2021,$900 ,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID674297,Near Yio Chu Kang MRT! Common room at 633 Ang Mo Kio avenue 6 for rent! Aircon wifi! 
12837,2021,$700 ,Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID674294,Common room at 1 bedok south avenue 1 for rent! Aircon wifi! 
12838,2021,"$1,000 ",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID608467,Cosy bedroom in a landed property with attached toilet
12839,2021,$900 ,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID656539,2x common room to rent out (staying with landlord)
12840,2021,"$1,200 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673999,Common room at 887b woodlands drive 50 for rent! Aircon wifi! 
12841,2021,$800 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID673985,Common room at 466b yishun avenue 6 for rent! Aircon wifi! 
12842,2021,"$1,200 ",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID673984,Near Jurong East MRT/Jem Mall /Clementi/Boon Lay /Condo Common Room/Ivory Heights
12843,2021,"$1,200 ",Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673983,Near Jurong East MRT/Jem Mall /Clementi/Boon Lay /Condo Common Room/ Ivory Heights
12844,2021,"$2,350 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID396500,"Sail at Marina Bay Spacious Unblocked Big Master Room ,"
12845,2021,"$2,200 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID378833,Queen Common Room for Rent - Downtown/Marina bay
12846,2021,"$2,400 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID475787,MBFC/Marina Bay Sands - Full Furnish En-suite Room
12847,2021,"$2,350 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID511882,Big Full Furnish Outdoor Balcony Queen Room @ Marina Bay Sands / MBFC/Asia Square 
12848,2021,"$1,980 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID453177,Large Queen Room - Wonderful views - Downtown Core / Raffles place MRT
12849,2021,"$3,700 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID611589,Just Inside CBD - En Suite Big Master Room @ Raffles Quay MRT 
12850,2021,$450 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID472819,Common room  for rental
12851,2021,"$1,100 ",Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID674245,Common room
12852,2021,$700 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID674280,"COMMON ROOM @ BLOCK 230,CHOA CHU KANG CENTRAL BESIDE LRT/ 5MINS MRT "
12853,2021,$700 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID674257,3 RÃ’OMS FOR RENTAL NO AGENT FEES. SHARED & SINGLE ROOM
12854,2021,$600 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID674238,Common room for rent in Hougang
12855,2021,$800 ,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID674277,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
12856,2021,$600 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID674276,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
12857,2021,"$1,400 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674275,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
12858,2021,"$1,350 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674274,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
12859,2021,"$3,500 ",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674273,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
12860,2021,$900 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673964,Common room at 612 woodlands avenue 4 for rent! Wifi available! 
12861,2021,$850 ,Room for Rent , Kallang,https://rentinsingapore.com.sg/rooms-for-rent/ID529013,Cosy Room for Single Female
12862,2021,"$1,100 ",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID90270,Room for rental in Choa Chu Kang ave 5 (Sunshine Garden)
12863,2021,$550 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID58401,One room available for rental in CCK Ave 5
12864,2021,$500 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID149173,One room available for rental
12865,2021,$550 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID284314,One room available for rental in Choa Chu Kang
12866,2021,$500 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID287335,Room rental available in Choa Choa Kang
12867,2021,$900 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID673921,Master and common room 
12868,2021,"$1,500 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673914,Master room Rental
12869,2021,$600 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID628694,"Rental rooms in Jurong West near NTU, Tuas, Pioneer, Joo Koon and Boon lay workplaces. "
12870,2021,"$2,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673704,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
12871,2021,"$1,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673703,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
12872,2021,"$9,899 ",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID673701,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
12873,2021,"$5,400 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673700,2Bedroom + 2Bathroom + S + 2 Good size Balcony at The Peak @ Cairnhill II
12874,2021,"$9,899 ",Whole Unit , Tanglin,https://rentinsingapore.com.sg/rooms-for-rent/ID673698,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
12875,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673697,"3bedrooms Loft with high ceiling, Good size Balcony, Lloyd Sixtyfive at Prime Location"
12876,2021,"$9,899 ",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID673696,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
12877,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673695,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
12878,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID673694,"7bedrooms with Private Pool at Goodwood Crescent, near CBD/Town area"
12879,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID673693,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
12880,2021,"$9,899 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID674003,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
12881,2021,$500 ,Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID354295,Room avail 1st September for single person lady rent $600 no agn
12882,2021,$900 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673973,Common room @ Admiralty MRT for rent
12883,2021,$850 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID673998,Allow working from home - Single lady only - Stone throw to MRT & Mall
12884,2021,$700 ,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673928,"Clean,hygiene & comfortable place"
12885,2021,$650 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673937,Furnished and Ready to Move-in
12886,2021,"$3,900 ",Whole Unit , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID673970,3 Bedrooms whole unit with unblocked reservoir view (Available 1 Oct)
12887,2021,"$3,900 ",Whole Unit , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673971,3 Bedrooms whole unit with unblocked reservoir view (Available 1 Oct)
12888,2021,"$3,200 ",Whole Unit , Katong,https://rentinsingapore.com.sg/rooms-for-rent/ID674000,* F/ furnished studio ** privacy *** Immediate
12889,2021,$900 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673974,2 spacious common rooms available for rent
12890,2021,"$1,100 ",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID673802,Master room at 509 West Coast drive for rent! Aircon wifi! 
12891,2021,"$1,200 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673795,Spacious master room with attached bath convenient location at Pasir Ris / Loyang
12892,2021,"$4,400 ",Whole Unit , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID673799,"HDB whole unit, BLK331, Clementi, 8363Tel3683"
12893,2021,"$1,200 ",Room for Rent , Katong,https://rentinsingapore.com.sg/rooms-for-rent/ID673794,Common Room for rent
12894,2021,"$1,100 ",Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID673796,Immediate Move in & Bukit Panjang Area with out Agent fees
12895,2021,"$1,600 ",Room for Rent , Joo Chiat,https://rentinsingapore.com.sg/rooms-for-rent/ID673764,Long/Short-term Master room with attached bathroom for rent at Eunos MRT 
12896,2021,"$7,250 ",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID653031,2 Bedroom Unit - The Sail @ Marina Bay Condo - Downtown MRT 
12897,2021,"$1,300 ",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID673787,Near Punggol MRT! Common room at Watertown @ Punggol for rent! Aircon wifi! 
12898,2021,$900 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID673774,Common room at 535 jurong west street 52 for rent! Aircon wifi! 
12899,2021,"$1,800 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID561648,Regent Heights Condo Master Bedroom with attached bathroom rental for Short term/ Long Term
12900,2021,"$2,100 ",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID587088,BEAUTIFULLY FURNISHED MASTER SUITES AVAILABLE @ KIM SIA COURT NEAR ORCHARD MRT
12901,2021,"$1,900 ",Room for Rent , Buona Vista,https://rentinsingapore.com.sg/rooms-for-rent/ID663111,Large condo room. HOLLAND GROVE 
12902,2021,$800 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673657,Pasir Ris Common Room Spacious 
12903,2021,"$1,200 ",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID673724,"5 Room HDB Master Room for Rent, Mins Walk To Yew Tee MRT Station"
12904,2021,$750 ,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID673730,Sengkang Common Bedroom for rental for 1 Tenant only
12905,2021,$800 ,Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID673733,"Common Room w/ A/C & Wi-Fi, Immediate Move-in for Female"
12906,2021,"$1,500 ",Room for Rent , Queenstown,https://rentinsingapore.com.sg/rooms-for-rent/ID673746,Master Room with attached bathroom. Great location 
12907,2021,$800 ,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673742,Common room @ Blk 245 Jurong East St 24
12908,2021,$900 ,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID673717,Common Room for rent at Blk 189C Rivervale Drive. ( FEMALES ONLY ) NO AGENT
12909,2021,$900 ,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673723,Room for rent - Jurong east 
12910,2021,"$1,150 ",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID646158,"382_NoAgentFee NO OWNER MasterRoom Smart Washer Dryer & TV Private Bathroom Near PLQ, Paya Lebar MRT"
12911,2021,"$1,350 ",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID646157,232_ NoAgtFeesâ¤NO OWNER CONDOâ¤Common room+ Maid Service+Wifi (River Valley/Clarke Quay/ Orchard MRT)
